,Sno,Hospital Name,Hospital Type,Hospital Address,Hospital E-Mail,Hospital Contact,Specialities Empanelled,Specialities Upgraded
9,700 ,"Govt.Medical College Ophthal,Tiruvannamalai TN.",                                      Public                                    ,"                  Tiruvannamalai TN.Tiruvannamalai,         TIRUVANNAMALAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,1000000000000000,                                              -NA-                                                                                             ,                               NA                                                 
0,701 ,"Govt.Super Speciality CTVS, Omandur Chennai TN.",                                      Public                                    ,"                  Omandur Chennai TN.Chennai,         CHENNAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,99999999999,                                              -NA-                                                                                             ,                               -NA-                                                 
1,702 ,"Govt.Super Speciality Cardio,Omandur Chennai TN.",                                      Public                                    ,"                  Omandur Chennai TN.Chennai,         CHENNAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,1000000000000000,                                              -NA-                                                                                             ,                               -NA-                                                 
2,703 ,"Govt.Super Speciality Neuro,Omandur Chennai TN.",                                      Public                                    ,"                  Omandur Chennai TN.Chennai,         CHENNAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,99999999999999,                                              -NA-                                                                                             ,                               -NA-                                                 
3,704 ,"Govt.Super Speciality Vascular,Omandur Chennai TN.",                                      Public                                    ,"                  Omandur Chennai TN.Chennai,         CHENNAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,9999999999999,                                              -NA-                                                                                             ,                               -NA-                                                 
4,705 ,Govt.Super Spl Plastic Surgery Omandur Chennai TN.,                                      Public                                    ,"                  Omandur Chennai TN.Chennai,         CHENNAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,9999999999999,                                              -NA-                                                                                             ,                               -NA-                                                 
5,706 ,Govt.Super Spl Surgical Onco Omandur Chennai TN.,                                      Public                                    ,"                  Omandur Chennai TN.Chennai,         CHENNAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,1000000000000000,                                              -NA-                                                                                             ,                               -NA-                                                 
6,707 ,Govt.Super Spl Radiology Omandur Chennai TN.,                                      Public                                    ,"                  Omandur Chennai TN.Chennai,         CHENNAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,1000000000000000,                                              -NA-                                                                                             ,                               -NA-                                                 
7,708 ,Govt.Super Spl Medical Onco Omandur Chennai TN.,                                      Public                                    ,"                  Omandur Chennai TN.Chennai,         CHENNAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,1000000000000000,                                              -NA-                                                                                             ,                               -NA-                                                 
8,709 ,Govt.Super Spl Radiation Onco Omandur Chennai TN.,                                      Public                                    ,"                  Omandur Chennai TN.Chennai,         CHENNAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,99999999999999,                                              -NA-                                                                                             ,                               -NA-                                                 
9,710 ,Govt.Super Spl ICU Omandur Chennai TN.,                                      Public                                    ,"                  Omandur Chennai TN.Chennai,         CHENNAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,1000000000000000,                                              -NA-                                                                                             ,                               -NA-                                                 
0,711 ,"KGH Pediatric Surgery,Chennai TN.",                                      Public                                    ,"                  CHENNAIChennai,         CHENNAI,         TAMIL NADU                           ",ayyasamy@vidalhealthtpa.com,1000000000000000,                                              -NA-                                                                                             ,                               NA                                                 
1,712 ,"Govt Hospital,Uchipuli, Ramanathapuram TN.",                                      Public                                    ,"                  Ramanathapuram,         RAMANATHAPURAM,         TAMIL NADU                           ",cmchs_pm@mdindia.com,986666666666666,                                              -NA-                                                                                             ,                               NA                                                 
2,713 ,"Govt Hospital,Parthibanur,Ramanathapuram,TN.",                                      Public                                    ,"                  Ramanathapuram,         RAMANATHAPURAM,         TAMIL NADU                           ",cmchs_pm@mdindia.com,986532186666666,                                              -NA-                                                                                             ,                               NA                                                 
3,714 ,"Govt Hospital Sholingur, Vellore TN.",                                      Public                                    ,"                  Vellore,         VELLORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
4,715 ,"Govt Hospital Ulundurpet, Villupuram TN.",                                      Public                                    ,"                  Viluppuram,         VILLUPURAM,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
5,716 ,"Govt.Super Spl Neuro Surgery, Omandur Chennai TN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
6,717 ,"Govt.Super Spl Nephrology, Omandur Chennai TN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
7,718 ,Govt.Super Spl Inter Radiology Omandur Chennai TN.,                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
8,719 ,"Govt Hospital Ulundurpet, OG Villupuram DC.",                                      Public                                    ,"                  Viluppuram,         VILLUPURAM,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
9,720 ,"Govt hospital Paramathyvelur,Namakkal TN.",                                      Public                                    ,"                  Namakkal,         NAMAKKAL,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
0,721 ,"Govt hospital Annur,Coimbatore TN.",                                      Public                                    ,"                  Coimbatore,         COIMBATORE,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
1,722 ,"Govt Hospital Sholingur, OG Vellore DC.",                                      Public                                    ,"                  Vellore,         VELLORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
2,723 ,"MMC Minimal Access surgery,Chennai TN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
3,724 ,"Govt.Medical College Dental,Tiruvannamalai TN.",                                      Public                                    ,"                  Tiruvannamalai,         TIRUVANNAMALAI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
4,725 ,"Tirunelveli MC. Medical Oncology,Tirunelveli TN.",                                      Public                                    ,"                  Tirunelveli,         TIRUNELVELI,         TAMIL NADU                           ",dr.lawrencewesley@gmail.com,8122992022,                                              -NA-                                                                                             ,                               NA                                                 
5,726 ,"Govt hospital Paramathyvelur,Namakkal DC.",                                      Public                                    ,"                  Namakkal,         NAMAKKAL,         TAMIL NADU                           ",cmo.velur@gmail.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
6,727 ,"Govt hospital Annur,Coimbatore DC.",                                      Public                                    ,"                  Coimbatore,         COIMBATORE,         TAMIL NADU                           ",cmoannur@gmail.com,11111111111,                                              -NA-                                                                                             ,                               NA                                                 
7,728 ,"Govt. Rajaji Hospital, Endocrinology, Madurai TN.",                                      Public                                    ,"                  Madurai,         MADURAI,         TAMIL NADU                           ",nodaloff.cmchis.grh@gmail.com,9786687909,                                              -NA-                                                                                             ,                               NA                                                 
8,729 ,"Dr.Muthulakshmi Memorial Distt HQ,Pudukkottai DC.",                                      Public                                    ,"                  Pudukkottai,         PUDUKKOTTAI,         TAMIL NADU                           ",cmchs_pm@mdindia.com,1111111111,                                              -NA-                                                                                             ,                               NA                                                 
9,730 ,"Govt Hospital, Nilakottai,Dindigul, DC.",                                      Public                                    ,"                  Dindigul,         DINDIGUL,         TAMIL NADU                           ",cmchs_pm@mdindia.com,1111111111,                                              -NA-                                                                                             ,                               NA                                                 
0,731 ,"Govt Hospital, Vedachandur, Dindigul, DC.",                                      Public                                    ,"                  Dindigul,         DINDIGUL,         TAMIL NADU                           ",cmchs_pm@mdindia.com,1111111111,                                              -NA-                                                                                             ,                               NA                                                 
1,732 ,"Govt Hospital, Kodaikkanal,Dindigul, DC.",                                      Public                                    ,"                  Dindigul,         DINDIGUL,         TAMIL NADU                           ",cmchs_pm@mdindia.com,1111111111,                                              -NA-                                                                                             ,                               NA                                                 
2,733 ,"Govt.Medical College Neurology ,Vellore TN.",                                      Public                                    ,"                  Vellore,         VELLORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
3,734 ,"TNMSC Govt.Head Quarters,wallajah, Vellore DC.",                                      Public                                    ,"                  Vellore,         VELLORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
4,735 ,"Govt.SupSpl TNMSSH CardiologyII,Omandur ChennaiTN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
5,736 ,"Govt.Thirupathur Hospital, OG Vellore DC.",                                      Public                                    ,"                  Vellore,         VELLORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
6,737 ,"Govt. Hospital Panruti, OG Cuddalore DC.",                                      Public                                    ,"                  Cuddalore,         CUDDALORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
7,738 ,"Govt. Hospital Kurinjipadi, OG Cuddalore DC.",                                      Public                                    ,"                  Cuddalore,         CUDDALORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
8,739 ,"Govt. Hospital Tittakudi, OG Cuddalore DC.",                                      Public                                    ,"                  Cuddalore,         CUDDALORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
9,740 ,"Govt. Hospital Kattumannarkudi, OG Cuddalore DC.",                                      Public                                    ,"                  Cuddalore,         CUDDALORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
0,741 ,"Govt Hospital Gudalur, Nilgiris DC.",                                      Public                                    ,"                  Nilgiris,         THE NILGIRIS,         TAMIL NADU                           ",empanellement@gmail.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
1,742 ,"Govt Hospital, Pappireddipatti, Dharmapuri TN.",                                      Public                                    ,"                  Dharmapuri,         DHARMAPURI,         TAMIL NADU                           ",cmchs_pm@mdindia.com,546666666666666,                                              -NA-                                                                                             ,                               NA                                                 
2,743 ,"Govt Hospital, Kothagiri, Nilgiris TN.",                                      Public                                    ,"                  Nilgiris,         THE NILGIRIS,         TAMIL NADU                           ",cmchs_pm@mdindia.com,125689666666666,                                              -NA-                                                                                             ,                               NA                                                 
3,744 ,"Govt Hospital, Gudalur, Nilgiris TN.",                                      Public                                    ,"                  Nilgiris,         THE NILGIRIS,         TAMIL NADU                           ",cmchs_pm@mdindia.com,235966666666666,                                              -NA-                                                                                             ,                               NA                                                 
4,745 ,"Govt Hospital Kulasekaram, Kanyakumari TN.",                                      Public                                    ,"                  Kanyakumari,         KANNIYAKUMARI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
5,746 ,"Govt Hospital Kurinjipadi, Cuddalore TN.",                                      Public                                    ,"                  Cuddalore,         CUDDALORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
6,747 ,"Govt Hospital Panruti, Cuddalore TN.",                                      Public                                    ,"                  Cuddalore,         CUDDALORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
7,748 ,"Govt Hospital kattumannarkudi,Cuddalore TN.",                                      Public                                    ,"                  Cuddalore,         CUDDALORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
8,749 ,"Govt Hospital Tittakudi, Cuddalore TN.",                                      Public                                    ,"                  Cuddalore,         CUDDALORE,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
9,750 ,"Govt Hospital Kulasekaram, OG Kanyakumari DC.",                                      Public                                    ,"                  Kanyakumari,         KANNIYAKUMARI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
0,751 ,"Govt Hospital, Kothagiri, Nilgiris DC.",                                      Public                                    ,"                  Nilgiris,         THE NILGIRIS,         TAMIL NADU                           ",cmchs_pm@mdindia.com,1111111111,                                              -NA-                                                                                             ,                               NA                                                 
1,752 ,"Govt Hospital, Pappireddipatti, Dharmapuri DC.",                                      Public                                    ,"                  Dharmapuri,         DHARMAPURI,         TAMIL NADU                           ",cmchs_pm@mdindia.com,1111111111,                                              -NA-                                                                                             ,                               NA                                                 
2,753 ,"Govt.Medical College Hosp Nephrology,VelloreTN.",                                      Public                                    ,"                  Vellore,         VELLORE,         TAMIL NADU                           ",cmchs_pm@mdindia.com,7373005035,                                              -NA-                                                                                             ,                               NA                                                 
3,754 ,"Govt Hospital,Pentland,Vellore,DC.",                                      Public                                    ,"                  Vellore,         VELLORE,         TAMIL NADU                           ",cmchs_pm@mdindia.com,1112223333,                                              -NA-                                                                                             ,                               NA                                                 
4,755 ,"Govt hospital,Kariapatti,Virudhunagar TN.",                                      Public                                    ,"                  Virudunagar,         VIRUDHUNAGAR,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
5,756 ,"Govt hospital,Kariapatti,Virudhunagar DC.",                                      Public                                    ,"                  Virudunagar,         VIRUDHUNAGAR,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
6,757 ,"Govt.Super Speciality Ortho,Omandur Chennai TN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
7,758 ,"Kanyakumari MC.Thoracic Medicine, Kanyakumari TN.",                                      Public                                    ,"                  Kanyakumari,         KANNIYAKUMARI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
8,759 ,"Govt hospital,Sattur,Virudhunagar TN.",                                      Public                                    ,"                  Virudunagar,         VIRUDHUNAGAR,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
9,760 ,"Govt hospital,Watrap,Virudhunagar TN.",                                      Public                                    ,"                  Virudunagar,         VIRUDHUNAGAR,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
0,761 ,"Govt hospital,Sattur,Virudhunagar DC.",                                      Public                                    ,"                  Virudunagar,         VIRUDHUNAGAR,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
1,762 ,"Govt hospital,Watrap,Virudhunagar DC.",                                      Public                                    ,"                  Virudunagar,         VIRUDHUNAGAR,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
2,763 ,"Govt.Head Qrtrs Hos Kallakurichi, Villupuram DC.",                                      Public                                    ,"                  Viluppuram,         VILLUPURAM,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
3,764 ,"MMC Cardiothoracic Unit1,Chennai,TN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
4,765 ,"MMC Cardiothoracic Unit2,Chennai,TN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
5,766 ,"MMC Cardiothoracic Unit3,Chennai,TN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
6,767 ,"MMC Cardiothoracic Unit4,Chennai,TN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
7,768 ,"MMC Cardiothoracic Unit5,Chennai,TN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               -NA-                                                 
8,769 ,"Government Hospital,Pernambut,Vellore TN.",                                      Public                                    ,"                  Vellore,         VELLORE,         TAMIL NADU                           ",cmchs_pm@mdindia.com,11111111111,                                              -NA-                                                                                             ,                               -NA-                                                 
9,770 ,"Govt Hospital Peraiyur, Madurai TN.",                                      Public                                    ,"                  Madurai,         MADURAI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               -NA-                                                 
0,771 ,"Thanjavur College Hospital Vascular, Thanjavur TN.",                                      Public                                    ,"                  Thanjavur,         THANJAVUR,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
1,772 ,"Government Hospital,Pernambut, OG Vellore DC.",                                      Public                                    ,"                  PenambutVellore,         VELLORE,         TAMIL NADU                           ",cmchs_pm@mdindia.com,1111111111,                                              -NA-                                                                                             ,                               NA                                                 
2,773 ,"Govt DMC Surgical Oncology,Dharmapuri TN.",                                      Public                                    ,"                  Dharmapuri,         DHARMAPURI,         TAMIL NADU                           ",cmchs_pm@mdindia.com,1111111111,                                              -NA-                                                                                             ,                               NA                                                 
3,774 ,"Govt.Head Quarters Hospital, Ariyalur DC.",                                      Public                                    ,"                  Ariyalur,         Ariyalur,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
4,775 ,"K.A.P.V Govt. Medical College MAS, Trichy TN.",                                      Public                                    ,"                  Tiruchirappalli,         TIRUCHIRAPPALLI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
5,776 ,"Tirunelveli MC. Surgical Oncology, Tirunelveli TN.",                                      Public                                    ,"                  Tirunelveli,         TIRUNELVELI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
6,777 ,"KGH, ORTHO, Chennai TN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",empanellement@mediassistindia.com,11111111111111,                                              -NA-                                                                                             ,                               NA                                                 
7,778 ,"Govt.Theni PPP Krsnaa Diagnostic Centre, Theni DC.",                                      Public                                    ,"                  Theni,         THENI,         TAMIL NADU                           ",empanellement@mediassistindia.com,1111111111111,                                              -NA-                                                                                             ,                               NA                                                 
8,779 ,"Kanyakumari Med Colge Hosp Krsnaa, Kanyakumari DC.",                                      Public                                    ,"                  Kanyakumari,         KANNIYAKUMARI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
9,780 ,"Govt KAPVMCH Medical Oncology,Trichy TN.",                                      Public                                    ,"                  Tiruchirappalli,         TIRUCHIRAPPALLI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
0,781 ,"Toothukudi Med Colge Hosp Krsnaa, Thoothukudi DC.",                                      Public                                    ,"                  Thoothukudi,         TUTICORIN,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
1,782 ,"Govt Hospital, Sriperumbudur OG, Kancheepuram DC.",                                      Public                                    ,"                  Kancheepuram,         KANCHIPURAM,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
2,783 ,"ICH Cardiology, Chennai DC.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",empanellement@mediassistindia.com,1111111111111,                                              -NA-                                                                                             ,                               NA                                                 
3,784 ,"Govt. Rajaji Hospital. Neonatology, Madurai TN.",                                      Public                                    ,"                  Madurai,         MADURAI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
4,785 ,"Dr.Muthulakshmi Memorial Govt HQ,OG,Pudukkottai TN",                                      Public                                    ,"                  Pudukkottai,         PUDUKKOTTAI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
5,786 ,"Dr.MuthulakshmiMemorial GovHQ,Ortho,Pudukkottai TN",                                      Public                                    ,"                  Pudukkottai,         PUDUKKOTTAI,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
6,787 ,"Govt.Medical College Nephrology,Tiruvannamalai TN.",                                      Public                                    ,"                  Tiruvannamalai,         TIRUVANNAMALAI,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111,                                              -NA-                                                                                             ,                               NA                                                 
7,788 ,"Sivagangai Med Colge Hosp Krsnaa, Sivagangai DC.",                                      Public                                    ,"                  Sivagangai,         SIVAGANGA,         TAMIL NADU                           ",nithia.d@vidalhealthtpa.com,9898989898,                                              -NA-                                                                                             ,                               NA                                                 
8,789 ,"Govt. Stanley Medical College, Dental, Chennai TN.",                                      Public                                    ,"                  Chennai,         CHENNAI,         TAMIL NADU                           ",empanellement@mediassistindia.com,111111111111111,                                              -NA-                                                                                             ,                               NA                                                 
